# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W4     RSR     uncertainty (parts per thousand)
 21.06  0.87931E+00    32
 21.07  0.88629E+00    34
 21.08  0.89328E+00    36
 21.09  0.89699E+00    39
 21.10  0.90398E+00    41
 21.11  0.91099E+00    43
 21.12  0.91800E+00    44
 21.13  0.92830E+00    45
 21.14  0.93862E+00    45
 21.15  0.94862E+00    43
 21.16  0.95895E+00    42
 21.17  0.96600E+00    39
 21.18  0.97305E+00    37
 21.19  0.97351E+00    34
 21.20  0.97397E+00    32
 21.21  0.97443E+00    31
 21.22  0.97489E+00    30
 21.23  0.97865E+00    30
 21.24  0.97912E+00    32
 21.25  0.98289E+00    34
 21.26  0.98997E+00    37
 21.27  0.99375E+00    40
 21.28  0.99422E+00    42
 21.29  0.99468E+00    44
 21.30  0.98852E+00    46
 21.31  0.98234E+00    47
 21.32  0.97284E+00    48
 21.33  0.96001E+00    49
 21.34  0.95381E+00    48
 21.35  0.94429E+00    47
 21.36  0.93808E+00    46
 21.37  0.93519E+00    43
 21.38  0.93230E+00    40
 21.39  0.92940E+00    37
 21.40  0.92650E+00    34
 21.41  0.92360E+00    32
 21.42  0.92070E+00    31
 21.43  0.91445E+00    30
 21.44  0.91154E+00    29
 21.45  0.90862E+00    28
 21.46  0.90905E+00    27
 21.47  0.91616E+00    27
 21.48  0.92328E+00    26
 21.49  0.93375E+00    26
 21.50  0.94757E+00    25
 21.51  0.96141E+00    25
 21.52  0.97191E+00    26
 21.53  0.98243E+00    27
 21.54  0.98959E+00    28
 21.55  0.99341E+00    30
 21.56  0.99722E+00    31
 21.57  0.99769E+00    32
 21.58  0.99815E+00    32
 21.59  0.99861E+00    32
 21.60  0.99907E+00    32
 21.61  0.99954E+00    32
 21.62  0.10000E+01    32
 21.63  0.99373E+00    31
 21.64  0.99081E+00    31
 21.65  0.98116E+00    31
 21.66  0.96812E+00    30
 21.67  0.95507E+00    30
 21.68  0.93862E+00    29
 21.69  0.92217E+00    29
 21.70  0.90908E+00    28
 21.71  0.89935E+00    27
 21.72  0.89300E+00    27
 21.73  0.88664E+00    28
 21.74  0.88705E+00    29
 21.75  0.88746E+00    30
 21.76  0.88787E+00    32
 21.77  0.89167E+00    33
 21.78  0.89208E+00    35
 21.79  0.89248E+00    36
 21.80  0.89289E+00    38
 21.81  0.89670E+00    38
 21.82  0.90391E+00    38
 21.83  0.91112E+00    37
 21.84  0.92514E+00    36
 21.85  0.93578E+00    35
 21.86  0.95289E+00    33
 21.87  0.97035E+00    32
 21.88  0.98102E+00    31
 21.89  0.99169E+00    31
 21.90  0.99897E+00    31
 21.91  0.99601E+00    31
 21.92  0.99305E+00    31
 21.93  0.98667E+00    32
 21.94  0.97687E+00    33
 21.95  0.97048E+00    34
 21.96  0.96408E+00    35
 21.97  0.95768E+00    37
 21.98  0.95469E+00    38
 21.99  0.95170E+00    39
 22.00  0.94871E+00    39
 22.01  0.94914E+00    39
 22.02  0.94614E+00    38
 22.03  0.94314E+00    37
 22.04  0.93671E+00    36
 22.05  0.93370E+00    34
 22.06  0.92725E+00    32
 22.07  0.92079E+00    30
 22.08  0.91812E+00    28
 22.09  0.91509E+00    26
 22.10  0.91207E+00    25
 22.11  0.91248E+00    23
 22.12  0.90945E+00    22
 22.13  0.90986E+00    21
 22.14  0.90682E+00    20
 22.15  0.90033E+00    20
 22.16  0.89729E+00    20
 22.17  0.89079E+00    20
 22.18  0.88428E+00    20
 22.19  0.88122E+00    21
 22.20  0.87470E+00    23
 22.21  0.87164E+00    24
 22.22  0.87203E+00    25
 22.23  0.87242E+00    26
 22.24  0.87282E+00    26
 22.25  0.87321E+00    26
 22.26  0.87014E+00    25
 22.27  0.86706E+00    24
 22.28  0.86398E+00    23
 22.29  0.85742E+00    23
 22.30  0.85086E+00    22
 22.31  0.84429E+00    22
 22.32  0.83424E+00    22
 22.33  0.83114E+00    23
 22.34  0.82455E+00    25
 22.35  0.82144E+00    26
 22.36  0.82181E+00    27
 22.37  0.81869E+00    29
 22.38  0.81557E+00    30
 22.39  0.81245E+00    31
 22.40  0.80584E+00    31
 22.41  0.79922E+00    30
 22.42  0.78910E+00    30
 22.43  0.77548E+00    29
 22.44  0.76185E+00    28
 22.45  0.74820E+00    27
 22.46  0.73454E+00    26
 22.47  0.72437E+00    25
 22.48  0.71769E+00    24
 22.49  0.71101E+00    24
 22.50  0.70782E+00    24
 22.51  0.70813E+00    24
 22.52  0.70494E+00    25
 22.53  0.70174E+00    25
 22.54  0.69855E+00    26
 22.55  0.69534E+00    27
 22.56  0.68863E+00    27
 22.57  0.68542E+00    28
 22.58  0.68220E+00    28
 22.59  0.67899E+00    28
 22.60  0.67929E+00    28
 22.61  0.67959E+00    28
 22.62  0.68693E+00    28
 22.63  0.69076E+00    28
 22.64  0.69812E+00    28
 22.65  0.70195E+00    28
 22.66  0.70932E+00    29
 22.67  0.70964E+00    29
 22.68  0.70995E+00    29
 22.69  0.71026E+00    29
 22.70  0.70704E+00    28
 22.71  0.70381E+00    28
 22.72  0.70412E+00    26
 22.73  0.70443E+00    24
 22.74  0.70474E+00    22
 22.75  0.70860E+00    21
 22.76  0.71245E+00    19
 22.77  0.71631E+00    19
 22.78  0.72017E+00    18
 22.79  0.72049E+00    19
 22.80  0.71726E+00    19
 22.81  0.71757E+00    19
 22.82  0.71078E+00    20
 22.83  0.70398E+00    21
 22.84  0.69362E+00    23
 22.85  0.68680E+00    24
 22.86  0.67998E+00    26
 22.87  0.67672E+00    27
 22.88  0.67345E+00    28
 22.89  0.67374E+00    28
 22.90  0.67404E+00    28
 22.91  0.67790E+00    28
 22.92  0.67820E+00    29
 22.93  0.68206E+00    30
 22.94  0.68593E+00    31
 22.95  0.68588E+00    33
 22.96  0.68617E+00    35
 22.97  0.68647E+00    37
 22.98  0.69035E+00    38
 22.99  0.69065E+00    39
 23.00  0.69812E+00    39
 23.01  0.70200E+00    38
 23.02  0.70948E+00    37
 23.03  0.71696E+00    36
 23.04  0.72445E+00    34
 23.05  0.72835E+00    34
 23.06  0.73226E+00    34
 23.07  0.73258E+00    33
 23.08  0.72930E+00    33
 23.09  0.72962E+00    33
 23.10  0.72633E+00    31
 23.11  0.71945E+00    29
 23.12  0.71616E+00    27
 23.13  0.71287E+00    25
 23.14  0.70993E+00    23
 23.15  0.70663E+00    22
 23.16  0.70694E+00    20
 23.17  0.70364E+00    20
 23.18  0.69672E+00    19
 23.19  0.69341E+00    18
 23.20  0.68648E+00    18
 23.21  0.67593E+00    18
 23.22  0.66899E+00    18
 23.23  0.65481E+00    18
 23.24  0.64062E+00    18
 23.25  0.63003E+00    18
 23.26  0.61581E+00    18
 23.27  0.60520E+00    19
 23.28  0.59459E+00    19
 23.29  0.58759E+00    20
 23.30  0.58058E+00    20
 23.31  0.57720E+00    21
 23.32  0.57019E+00    23
 23.33  0.56316E+00    24
 23.34  0.55977E+00    25
 23.35  0.55274E+00    27
 23.36  0.54570E+00    27
 23.37  0.53865E+00    28
 23.38  0.53160E+00    28
 23.39  0.52454E+00    27
 23.40  0.51748E+00    27
 23.41  0.51405E+00    26
 23.42  0.51063E+00    25
 23.43  0.50719E+00    25
 23.44  0.50376E+00    24
 23.45  0.50398E+00    24
 23.46  0.50054E+00    24
 23.47  0.49710E+00    23
 23.48  0.49365E+00    23
 23.49  0.48654E+00    23
 23.50  0.47943E+00    24
 23.51  0.47231E+00    24
 23.52  0.46519E+00    25
 23.53  0.45439E+00    26
 23.54  0.44725E+00    27
 23.55  0.44378E+00    27
 23.56  0.43663E+00    28
 23.57  0.43314E+00    29
 23.58  0.43332E+00    29
 23.59  0.42983E+00    30
 23.60  0.43002E+00    30
 23.61  0.43388E+00    29
 23.62  0.43406E+00    29
 23.63  0.43424E+00    29
 23.64  0.43443E+00    28
 23.65  0.43461E+00    28
 23.66  0.43480E+00    29
 23.67  0.43498E+00    29
 23.68  0.43516E+00    29
 23.69  0.43535E+00    30
 23.70  0.43922E+00    31
 23.71  0.43941E+00    32
 23.72  0.44329E+00    32
 23.73  0.44717E+00    32
 23.74  0.45105E+00    32
 23.75  0.45124E+00    32
 23.76  0.45143E+00    32
 23.77  0.45162E+00    32
 23.78  0.45181E+00    31
 23.79  0.44830E+00    32
 23.80  0.44849E+00    32
 23.81  0.44497E+00    32
 23.82  0.44515E+00    33
 23.83  0.44163E+00    33
 23.84  0.44182E+00    35
 23.85  0.44572E+00    36
 23.86  0.44590E+00    38
 23.87  0.44981E+00    41
 23.88  0.45743E+00    43
 23.89  0.46134E+00    46
 23.90  0.46898E+00    49
 23.91  0.47290E+00    51
 23.92  0.47682E+00    53
 23.93  0.48075E+00    54
 23.94  0.48468E+00    55
 23.95  0.48861E+00    55
 23.96  0.49255E+00    54
 23.97  0.49275E+00    53
 23.98  0.49669E+00    52
 23.99  0.50064E+00    51
 24.00  0.50458E+00    50
 24.01  0.50853E+00    49
 24.02  0.51623E+00    48
 24.03  0.52018E+00    47
 24.04  0.52789E+00    45
 24.05  0.53560E+00    44
 24.06  0.53957E+00    43
 24.07  0.54354E+00    41
 24.08  0.54377E+00    39
 24.09  0.54774E+00    37
 24.10  0.54797E+00    36
 24.11  0.54820E+00    34
 24.12  0.54843E+00    34
 24.13  0.54865E+00    34
 24.14  0.54888E+00    34
 24.15  0.54911E+00    35
 24.16  0.55310E+00    37
 24.17  0.55709E+00    38
 24.18  0.56109E+00    40
 24.19  0.56509E+00    42
 24.20  0.56909E+00    43
 24.21  0.56932E+00    44
 24.22  0.56956E+00    45
 24.23  0.56979E+00    45
 24.24  0.56625E+00    44
 24.25  0.56649E+00    43
 24.26  0.56294E+00    42
 24.27  0.55940E+00    40
 24.28  0.55585E+00    39
 24.29  0.55607E+00    38
 24.30  0.55252E+00    37
 24.31  0.55275E+00    36
 24.32  0.55676E+00    36
 24.33  0.56078E+00    36
 24.34  0.56101E+00    36
 24.35  0.56503E+00    37
 24.36  0.56526E+00    37
 24.37  0.56929E+00    37
 24.38  0.56953E+00    38
 24.39  0.56976E+00    38
 24.40  0.56999E+00    38
 24.41  0.56642E+00    38
 24.42  0.56666E+00    39
 24.43  0.56308E+00    39
 24.44  0.56331E+00    39
 24.45  0.56354E+00    39
 24.46  0.55997E+00    39
 24.47  0.56019E+00    39
 24.48  0.56042E+00    40
 24.49  0.55684E+00    41
 24.50  0.55707E+00    42
 24.51  0.55348E+00    43
 24.52  0.54988E+00    44
 24.53  0.54285E+00    46
 24.54  0.53925E+00    47
 24.55  0.53182E+00    47
 24.56  0.52439E+00    47
 24.57  0.51695E+00    46
 24.58  0.50950E+00    45
 24.59  0.50205E+00    43
 24.60  0.49459E+00    42
 24.61  0.49096E+00    40
 24.62  0.48733E+00    39
 24.63  0.48369E+00    38
 24.64  0.48389E+00    38
 24.65  0.48408E+00    38
 24.66  0.48044E+00    38
 24.67  0.48063E+00    39
 24.68  0.48083E+00    39
 24.69  0.47718E+00    40
 24.70  0.47352E+00    41
 24.71  0.47372E+00    41
 24.72  0.47006E+00    42
 24.73  0.46255E+00    43
 24.74  0.45888E+00    43
 24.75  0.45521E+00    43
 24.76  0.45154E+00    44
 24.77  0.45172E+00    43
 24.78  0.44804E+00    43
 24.79  0.44823E+00    43
 24.80  0.44841E+00    42
 24.81  0.44859E+00    42
 24.82  0.44877E+00    41
 24.83  0.44508E+00    41
 24.84  0.44526E+00    41
 24.85  0.44157E+00    41
 24.86  0.43788E+00    41
 24.87  0.43418E+00    41
 24.88  0.42660E+00    42
 24.89  0.42290E+00    42
 24.90  0.41919E+00    42
 24.91  0.41548E+00    41
 24.92  0.41177E+00    41
 24.93  0.40805E+00    41
 24.94  0.40821E+00    42
 24.95  0.40449E+00    43
 24.96  0.40077E+00    44
 24.97  0.40093E+00    45
 24.98  0.39720E+00    47
 24.99  0.39346E+00    48
 25.00  0.38934E+00    49
 25.01  0.38529E+00    50
 25.02  0.37921E+00    50
 25.03  0.37277E+00    50
 25.04  0.36629E+00    50
 25.05  0.35945E+00    51
 25.06  0.35261E+00    51
 25.07  0.34572E+00    51
 25.08  0.34004E+00    52
 25.09  0.33514E+00    54
 25.10  0.33023E+00    55
 25.11  0.32645E+00    55
 25.12  0.32345E+00    55
 25.13  0.32045E+00    55
 25.14  0.31780E+00    54
 25.15  0.31553E+00    52
 25.16  0.31327E+00    51
 25.17  0.31100E+00    50
 25.18  0.30916E+00    50
 25.19  0.30693E+00    50
 25.20  0.30509E+00    50
 25.21  0.30329E+00    52
 25.22  0.30188E+00    54
 25.23  0.30047E+00    56
 25.24  0.29984E+00    59
 25.25  0.29921E+00    61
 25.26  0.29897E+00    63
 25.27  0.29949E+00    64
 25.28  0.30000E+00    65
 25.29  0.30012E+00    66
 25.30  0.30024E+00    66
 25.31  0.30036E+00    66
 25.32  0.30008E+00    66
 25.33  0.29823E+00    65
 25.34  0.29673E+00    65
 25.35  0.29447E+00    64
 25.36  0.29143E+00    63
 25.37  0.28834E+00    62
 25.38  0.28530E+00    61
 25.39  0.28225E+00    60
 25.40  0.27915E+00    59
 25.41  0.27649E+00    58
 25.42  0.27423E+00    58
 25.43  0.27196E+00    58
 25.44  0.26969E+00    58
 25.45  0.26742E+00    58
 25.46  0.26439E+00    59
 25.47  0.26172E+00    59
 25.48  0.25749E+00    60
 25.49  0.25247E+00    61
 25.50  0.24781E+00    61
 25.51  0.24198E+00    62
 25.52  0.23536E+00    62
 25.53  0.22913E+00    63
 25.54  0.22290E+00    64
 25.55  0.21745E+00    65
 25.56  0.21201E+00    66
 25.57  0.20731E+00    67
 25.58  0.20425E+00    68
 25.59  0.20154E+00    68
 25.60  0.19886E+00    69
 25.61  0.19695E+00    69
 25.62  0.19503E+00    70
 25.63  0.19315E+00    70
 25.64  0.19003E+00    71
 25.65  0.18615E+00    72
 25.66  0.18267E+00    73
 25.67  0.17758E+00    74
 25.68  0.17173E+00    75
 25.69  0.16548E+00    77
 25.70  0.15918E+00    78
 25.71  0.15247E+00    79
 25.72  0.14580E+00    81
 25.73  0.13949E+00    82
 25.74  0.13473E+00    82
 25.75  0.12957E+00    83
 25.76  0.12521E+00    83
 25.77  0.12333E+00    85
 25.78  0.12141E+00    86
 25.79  0.11953E+00    88
 25.80  0.11966E+00    90
 25.81  0.11982E+00    93
 25.82  0.12035E+00    95
 25.83  0.12128E+00    98
 25.84  0.12258E+00    99
 25.85  0.12432E+00   101
 25.86  0.12561E+00   102
 25.87  0.12763E+00   102
 25.88  0.12930E+00   102
 25.89  0.13132E+00   102
 25.90  0.13331E+00   101
 25.91  0.13530E+00   100
 25.92  0.13733E+00    99
 25.93  0.13855E+00    99
 25.94  0.14018E+00    98
 25.95  0.14145E+00    99
 25.96  0.14191E+00    99
 25.97  0.14232E+00   100
 25.98  0.14242E+00   100
 25.99  0.14207E+00   101
 26.00  0.14095E+00   103
 26.01  0.13942E+00   104
 26.02  0.13794E+00   106
 26.03  0.13560E+00   108
 26.04  0.13330E+00   110
 26.05  0.13100E+00   112
 26.06  0.12833E+00   114
 26.07  0.12562E+00   117
 26.08  0.12294E+00   119
 26.09  0.12068E+00   122
 26.10  0.11840E+00   125
 26.11  0.11617E+00   129
 26.12  0.11394E+00   132
 26.13  0.11174E+00   136
 26.14  0.10987E+00   139
 26.15  0.10760E+00   142
 26.16  0.10531E+00   144
 26.17  0.10299E+00   146
 26.18  0.10034E+00   149
 26.19  0.97196E-01   151
 26.20  0.93969E-01   152
 26.21  0.90821E-01   153
 26.22  0.87589E-01   154
 26.23  0.84681E-01   153
 26.24  0.81771E-01   153
 26.25  0.79227E-01   151
 26.26  0.77866E-01   148
 26.27  0.76832E-01   144
 26.28  0.75470E-01   141
 26.29  0.76154E-01   139
 26.30  0.76510E-01   137
 26.31  0.77236E-01   135
 26.32  0.78085E-01   135
 26.33  0.78976E-01   136
 26.34  0.79867E-01   138
 26.35  0.80349E-01   140
 26.36  0.80790E-01   140
 26.37  0.80862E-01   142
 26.38  0.80934E-01   143
 26.39  0.80964E-01   144
 26.40  0.80625E-01   145
 26.41  0.80244E-01   146
 26.42  0.80316E-01   147
 26.43  0.80346E-01   148
 26.44  0.80377E-01   149
 26.45  0.80448E-01   150
 26.46  0.80561E-01   152
 26.47  0.80674E-01   154
 26.48  0.80746E-01   156
 26.49  0.79662E-01   160
 26.50  0.78619E-01   164
 26.51  0.77534E-01   168
 26.52  0.75746E-01   173
 26.53  0.73089E-01   178
 26.54  0.70430E-01   184
 26.55  0.67810E-01   190
 26.56  0.65106E-01   194
 26.57  0.62027E-01   199
 26.58  0.59277E-01   203
 26.59  0.56152E-01   208
 26.60  0.53646E-01   210
 26.61  0.50848E-01   213
 26.62  0.48090E-01   218
 26.63  0.45288E-01   228
 26.64  0.42525E-01   236
 26.65  0.39719E-01   246
 26.66  0.37043E-01   264
 26.67  0.34370E-01   284
 26.68  0.31620E-01   304
 26.69  0.29591E-01   333
 26.70  0.29298E-01   378
 26.71  0.28673E-01   418
 26.72  0.27572E-01   453
 26.73  0.99783E-01   680
 26.74  0.11111E+00   699
 26.75  0.11090E+00   703
 26.76  0.11211E+00   707
 26.77  0.10844E+00   707
 26.78  0.10477E+00   707
 26.79  0.10147E+00   707
 26.80  0.98166E-01   707
 26.81  0.94862E-01   707
 26.82  0.91640E-01   707
 26.83  0.87955E-01   707
 26.84  0.84100E-01   707
 26.85  0.80410E-01   707
 26.86  0.76885E-01   707
 26.87  0.73482E-01   707
 26.88  0.70328E-01   707
 26.89  0.67255E-01   707
 26.90  0.64306E-01   707
 26.91  0.61564E-01   707
 26.92  0.58903E-01   707
 26.93  0.56367E-01   707
 26.94  0.53954E-01   707
 26.95  0.51540E-01   707
 26.96  0.49250E-01   707
 26.97  0.47084E-01   707
 26.98  0.44959E-01   707
 26.99  0.42874E-01   707
 27.00  0.40354E-01   706
 27.01  0.37446E-01   706
 27.02  0.34556E-01   704
 27.03  0.30296E-01   683
 27.04  0.18525E-01   416
 27.05  0.19858E-01   385
 27.06  0.21391E-01   350
 27.07  0.23199E-01   313
 27.08  0.24528E-01   305
 27.09  0.25879E-01   296
 27.10  0.27247E-01   288
 27.11  0.28186E-01   283
 27.12  0.28682E-01   281
 27.13  0.29086E-01   280
 27.14  0.29515E-01   278
 27.15  0.29382E-01   278
 27.16  0.29266E-01   276
 27.17  0.29129E-01   274
 27.18  0.28847E-01   271
 27.19  0.28481E-01   267
 27.20  0.28161E-01   263
 27.21  0.27862E-01   258
 27.22  0.27279E-01   255
 27.23  0.26551E-01   253
 27.24  0.25903E-01   251
 27.25  0.25013E-01   250
 27.26  0.23248E-01   255
 27.27  0.21494E-01   260
 27.28  0.19845E-01   265
 27.29  0.17468E-01   278
 27.30  0.14859E-01   295
 27.31  0.12496E-01   311
 27.32  0.10186E-01   331
 27.33  0.60779E-02   412
 27.34  0.36136E-02   477
 27.35  0.21906E-02   526
 27.36  0.16946E-02   500
 27.37  0.26696E-03   321
 27.38  0.44431E-03   707
 27.39  0.37452E-03   707
 27.40  0.31483E-03   707
 27.41  0.26607E-03   707
 27.42  0.22355E-03   707
 27.43  0.18877E-03   707
 27.44  0.15948E-03   707
 27.45  0.13389E-03   707
 27.46  0.11260E-03   707
 27.47  0.94716E-04   707
 27.48  0.79644E-04   707
 27.49  0.66872E-04   707
 27.50  0.56318E-04   707
 27.51  0.47341E-04   707
 27.52  0.39764E-04   707
 27.53  0.33420E-04   707
 27.54  0.30353E-04   707
 27.55  0.28425E-04   707
 27.56  0.26577E-04   707
 27.57  0.24886E-04   707
 27.58  0.23198E-04   707
 27.59  0.21742E-04   707
 27.60  0.20361E-04   707
 27.61  0.19057E-04   707
 27.62  0.17834E-04   707
 27.63  0.16687E-04   707
 27.64  0.15617E-04   707
 27.65  0.14546E-04   707
 27.66  0.13608E-04   707
 27.67  0.12725E-04   707
 27.68  0.11911E-04   707
 27.69  0.11113E-04   707
 27.70  0.10371E-04   707
 27.71  0.97054E-05   707
 27.72  0.20609E-04   658
 27.73  0.31029E-04   642
 27.74  0.74738E-04   597
 27.75  0.37836E-03   502
 27.76  0.34715E-02   332
 27.77  0.46232E-02   314
 27.78  0.60612E-02   295
 27.79  0.77859E-02   276
 27.80  0.91135E-02   265
 27.81  0.94632E-02   265
 27.82  0.97179E-02   267
 27.83  0.10068E-01   267
 27.84  0.10176E-01   269
 27.85  0.10201E-01   272
 27.86  0.10235E-01   275
 27.87  0.10282E-01   278
 27.88  0.10225E-01   281
 27.89  0.10216E-01   284
 27.90  0.10215E-01   286
 27.91  0.10058E-01   290
 27.92  0.92572E-02   298
 27.93  0.85689E-02   306
 27.94  0.79019E-02   313
 27.95  0.66076E-02   329
 27.96  0.48464E-02   354
 27.97  0.35244E-02   379
 27.98  0.25783E-02   402
 27.99  0.57147E-03   519
 28.00  0.15960E-03   604
 28.05  0.38429E-04   707
 28.10  0.46562E-04   707
 28.15  0.50328E-04   707
 28.20  0.54545E-04   707
 28.25  0.59438E-04   707
 28.30  0.62452E-04   707
 28.35  0.61370E-04   707
 28.40  0.60947E-04   707
 28.45  0.60745E-04   707
 28.50  0.56191E-04   707
 28.55  0.48420E-04   707
