# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W3     RSR     uncertainty (parts per thousand)
 21.05  0.19063E-04   256
 21.06  0.19357E-04   255
 21.07  0.19553E-04   255
 21.08  0.19799E-04   255
 21.09  0.19860E-04   255
 21.10  0.19644E-04   256
 21.11  0.19225E-04   255
 21.12  0.18682E-04   255
 21.13  0.17671E-04   255
 21.14  0.15382E-04   264
 21.15  0.15365E-04   263
 21.16  0.15351E-04   264
 21.17  0.15327E-04   263
 21.18  0.15275E-04   264
 21.19  0.15251E-04   263
 21.20  0.15230E-04   264
 21.21  0.15174E-04   265
 21.22  0.15150E-04   264
 21.23  0.15129E-04   264
 21.24  0.15105E-04   264
 21.25  0.15046E-04   265
 21.26  0.15063E-04   265
 21.27  0.15081E-04   265
 21.28  0.14927E-04   257
 21.29  0.16753E-04   258
 21.30  0.17515E-04   258
 21.31  0.17916E-04   260
 21.32  0.18023E-04   260
 21.33  0.17898E-04   260
 21.34  0.17492E-04   262
 21.35  0.16804E-04   262
 21.36  0.16689E-04   262
 21.37  0.17548E-04   263
 21.38  0.18292E-04   263
 21.39  0.18875E-04   264
 21.40  0.19334E-04   264
 21.41  0.19393E-04   265
 21.42  0.19046E-04   265
 21.43  0.18448E-04   266
 21.44  0.16974E-04   267
 21.45  0.15046E-04   279
 21.46  0.15071E-04   280
 21.47  0.16771E-04   271
 21.48  0.18123E-04   271
 21.49  0.18973E-04   273
 21.50  0.19365E-04   274
 21.51  0.18938E-04   275
 21.52  0.17288E-04   275
 21.53  0.15084E-04   288
 21.54  0.15106E-04   289
 21.55  0.15084E-04   291
 21.56  0.15088E-04   291
 21.57  0.18653E-04   281
 21.58  0.19778E-04   282
 21.59  0.20349E-04   284
 21.60  0.20504E-04   283
 21.61  0.20229E-04   285
 21.62  0.19757E-04   286
 21.63  0.19232E-04   287
 21.64  0.18725E-04   288
 21.65  0.18373E-04   290
 21.66  0.18385E-04   291
 21.67  0.18312E-04   293
 21.68  0.18324E-04   294
 21.69  0.18829E-04   295
 21.70  0.19495E-04   296
 21.71  0.20086E-04   297
 21.72  0.20650E-04   299
 21.73  0.21007E-04   300
 21.74  0.20909E-04   301
 21.75  0.20539E-04   303
 21.76  0.19957E-04   304
 21.77  0.18833E-04   305
 21.78  0.17071E-04   307
 21.79  0.17491E-04   308
 21.80  0.18500E-04   309
 21.81  0.19033E-04   310
 21.82  0.19653E-04   313
 21.83  0.19820E-04   314
 21.84  0.18930E-04   315
 21.85  0.15701E-04   318
 21.86  0.14804E-04   337
 21.87  0.14811E-04   338
 21.88  0.14753E-04   341
 21.89  0.14763E-04   342
 21.90  0.14774E-04   343
 21.91  0.14744E-04   345
 21.92  0.14722E-04   347
 21.93  0.14689E-04   349
 21.94  0.14700E-04   350
 21.95  0.14638E-04   353
 21.96  0.14648E-04   354
 21.97  0.14590E-04   357
 21.98  0.17835E-04   337
 21.99  0.19324E-04   338
 22.00  0.20224E-04   340
 22.01  0.20926E-04   341
 22.02  0.21222E-04   342
 22.03  0.21195E-04   343
 22.04  0.20998E-04   346
 22.05  0.20630E-04   347
 22.06  0.20214E-04   348
 22.07  0.20049E-04   349
 22.08  0.20214E-04   350
 22.09  0.20460E-04   352
 22.10  0.20724E-04   353
 22.11  0.21068E-04   355
 22.12  0.21023E-04   356
 22.13  0.20428E-04   357
 22.14  0.19536E-04   359
 22.15  0.18356E-04   360
 22.16  0.16190E-04   361
 22.17  0.13302E-04   388
 22.18  0.13243E-04   390
 22.19  0.13157E-04   393
 22.20  0.13101E-04   394
 22.21  0.13045E-04   396
 22.22  0.12985E-04   397
 22.23  0.12928E-04   398
 22.24  0.12846E-04   402
 22.25  0.12790E-04   403
 22.26  0.12770E-04   404
 22.27  0.12721E-04   405
 22.28  0.12671E-04   407
 22.29  0.12618E-04   408
 22.30  0.13659E-04   380
 22.31  0.17975E-04   382
 22.32  0.19629E-04   382
 22.33  0.20616E-04   383
 22.34  0.21390E-04   385
 22.35  0.22173E-04   386
 22.36  0.22742E-04   388
 22.37  0.22627E-04   389
 22.38  0.21926E-04   390
 22.39  0.20513E-04   391
 22.40  0.17110E-04   393
 22.41  0.12387E-04   429
 22.42  0.12382E-04   430
 22.43  0.12409E-04   431
 22.44  0.12422E-04   434
 22.45  0.14568E-04   399
 22.46  0.17792E-04   400
 22.47  0.18048E-04   402
 22.48  0.15835E-04   403
 22.49  0.12491E-04   441
 22.50  0.12526E-04   442
 22.51  0.12480E-04   445
 22.52  0.12519E-04   446
 22.53  0.12520E-04   447
 22.54  0.12533E-04   450
 22.55  0.12583E-04   451
 22.56  0.12637E-04   453
 22.57  0.12721E-04   454
 22.58  0.12768E-04   457
 22.59  0.12825E-04   459
 22.60  0.12883E-04   461
 22.61  0.12941E-04   464
 22.62  0.13021E-04   466
 22.63  0.13079E-04   468
 22.64  0.13197E-04   469
 22.65  0.13232E-04   472
 22.66  0.13290E-04   474
 22.67  0.13348E-04   476
 22.68  0.13410E-04   478
 22.69  0.13502E-04   479
 22.70  0.13538E-04   482
 22.71  0.13600E-04   484
 22.72  0.13692E-04   487
 22.73  0.13754E-04   488
 22.74  0.13824E-04   491
 22.75  0.13886E-04   492
 22.76  0.13889E-04   496
 22.77  0.13951E-04   499
 22.78  0.13991E-04   501
 22.79  0.14027E-04   504
 22.80  0.14067E-04   507
 22.81  0.14103E-04   510
 22.82  0.14170E-04   512
 22.83  0.14210E-04   515
 22.84  0.14253E-04   518
 22.85  0.14293E-04   521
 22.86  0.14360E-04   523
 22.87  0.14400E-04   526
 22.88  0.14482E-04   528
 22.89  0.14548E-04   531
 22.90  0.14570E-04   534
 22.91  0.14640E-04   536
 22.92  0.14718E-04   539
 22.93  0.14789E-04   541
 22.94  0.14841E-04   544
 22.95  0.14859E-04   548
 22.96  0.14873E-04   551
 22.97  0.14906E-04   554
 22.98  0.14897E-04   558
 22.99  0.14888E-04   563
 23.00  0.14959E-04   565
 23.01  0.14951E-04   569
 23.02  0.17834E-04   497
 23.03  0.23731E-04   499
 23.04  0.22451E-04   501
 23.05  0.15033E-04   583
 23.06  0.15032E-04   586
 23.07  0.15077E-04   589
 23.08  0.15080E-04   592
 23.09  0.15109E-04   596
 23.10  0.15142E-04   599
 23.11  0.15217E-04   602
 23.12  0.15250E-04   605
 23.13  0.15284E-04   609
 23.14  0.15347E-04   612
 23.15  0.15407E-04   615
 23.16  0.26134E-04   526
 23.17  0.35393E-04   528
 23.18  0.41908E-04   530
 23.19  0.46814E-04   533
 23.20  0.48515E-04   535
 23.21  0.47771E-04   537
 23.22  0.46224E-04   539
 23.23  0.44714E-04   541
 23.24  0.42782E-04   543
 23.25  0.40465E-04   545
 23.26  0.38606E-04   547
 23.27  0.37071E-04   549
 23.28  0.34955E-04   551
 23.29  0.31994E-04   553
 23.30  0.28095E-04   555
 23.31  0.23850E-04   556
 23.32  0.20340E-04   558
 23.33  0.15727E-04   560
 23.34  0.16948E-04   679
 23.35  0.17071E-04   682
 23.36  0.17182E-04   684
 23.37  0.17309E-04   685
 23.38  0.17393E-04   685
 23.39  0.12863E-04   566
 23.40  0.19566E-04   566
 23.41  0.22750E-04   566
 23.42  0.24406E-04   567
 23.43  0.24467E-04   567
 23.44  0.24130E-04   567
 23.45  0.24963E-04   567
 23.46  0.24294E-04   568
 23.47  0.13850E-04   568
 23.48  0.18519E-04   691
 23.49  0.18654E-04   692
 23.50  0.18763E-04   693
 23.51  0.18891E-04   693
 23.52  0.19023E-04   694
 23.53  0.19171E-04   694
 23.54  0.19318E-04   695
 23.55  0.19470E-04   695
 23.56  0.19595E-04   696
 23.57  0.19731E-04   697
 23.58  0.19879E-04   697
 23.59  0.20062E-04   697
 23.60  0.20242E-04   697
 23.61  0.20421E-04   697
 23.62  0.20601E-04   697
 23.63  0.20754E-04   697
 23.64  0.20946E-04   697
 23.65  0.21118E-04   697
 23.66  0.21306E-04   697
 23.67  0.21475E-04   698
 23.68  0.21679E-04   698
 23.69  0.26205E-04   572
 23.70  0.35352E-04   572
 23.71  0.41500E-04   572
 23.72  0.46595E-04   572
 23.73  0.50834E-04   573
 23.74  0.53670E-04   573
 23.75  0.53928E-04   572
 23.76  0.48708E-04   572
 23.77  0.32435E-04   572
 23.78  0.23736E-04   698
 23.79  0.23981E-04   698
 23.80  0.24254E-04   699
 23.81  0.24523E-04   700
 23.82  0.24812E-04   700
 23.83  0.25120E-04   700
 23.84  0.43415E-04   574
 23.85  0.56864E-04   574
 23.86  0.63410E-04   575
 23.87  0.66070E-04   575
 23.88  0.66058E-04   575
 23.89  0.64394E-04   575
 23.90  0.63162E-04   576
 23.91  0.61850E-04   576
 23.92  0.57858E-04   576
 23.93  0.50120E-04   576
 23.94  0.37314E-04   577
 23.95  0.28851E-04   707
 23.96  0.29183E-04   707
 23.97  0.29511E-04   708
 23.98  0.29839E-04   708
 23.99  0.30187E-04   709
 24.00  0.16601E-04   578
 24.01  0.51118E-04   579
 24.02  0.66169E-04   578
 24.03  0.75811E-04   579
 24.04  0.78336E-04   578
 24.05  0.75676E-04   578
 24.06  0.72895E-04   578
 24.07  0.71181E-04   578
 24.08  0.69268E-04   578
 24.09  0.67075E-04   578
 24.10  0.65635E-04   578
 24.11  0.65424E-04   578
 24.12  0.64935E-04   578
 24.13  0.64445E-04   578
 24.14  0.63836E-04   577
 24.15  0.64101E-04   577
 24.16  0.65162E-04   577
 24.17  0.67417E-04   577
 24.18  0.70073E-04   577
 24.19  0.72572E-04   577
 24.20  0.73000E-04   577
 24.21  0.70678E-04   577
 24.22  0.63489E-04   577
 24.23  0.46081E-04   577
 24.24  0.38684E-04   707
 24.25  0.39263E-04   708
 24.26  0.39706E-04   709
 24.27  0.40282E-04   711
 24.28  0.40699E-04   712
 24.29  0.41315E-04   713
 24.30  0.41892E-04   714
 24.31  0.61323E-04   582
 24.32  0.74964E-04   582
 24.33  0.79962E-04   583
 24.34  0.80236E-04   583
 24.35  0.78545E-04   584
 24.36  0.75769E-04   585
 24.37  0.72068E-04   585
 24.38  0.69007E-04   586
 24.39  0.68272E-04   587
 24.40  0.69867E-04   587
 24.41  0.72187E-04   588
 24.42  0.73985E-04   588
 24.43  0.74941E-04   589
 24.44  0.76420E-04   589
 24.45  0.81081E-04   590
 24.46  0.88002E-04   591
 24.47  0.94525E-04   592
 24.48  0.10021E-03   593
 24.49  0.10601E-03   594
 24.50  0.11130E-03   595
 24.51  0.11304E-03   595
 24.52  0.10994E-03   597
 24.53  0.10413E-03   597
 24.54  0.98553E-04   598
 24.55  0.92934E-04   599
 24.56  0.85854E-04   600
 24.57  0.76786E-04   601
 24.58  0.66011E-04   602
 24.59  0.49195E-04   603
 24.60  0.67118E-04   757
 24.61  0.68645E-04   759
 24.62  0.69970E-04   760
 24.63  0.71499E-04   762
 24.64  0.34287E-04   607
 24.65  0.85682E-04   608
 24.66  0.11349E-03   608
 24.67  0.13275E-03   609
 24.68  0.14499E-03   610
 24.69  0.15026E-03   611
 24.70  0.14999E-03   612
 24.71  0.14432E-03   614
 24.72  0.13461E-03   617
 24.73  0.12098E-03   617
 24.74  0.10689E-03   620
 24.75  0.94750E-04   621
 24.76  0.87409E-04   623
 24.77  0.83448E-04   624
 24.78  0.80748E-04   626
 24.79  0.75025E-04   627
 24.80  0.67909E-04   629
 24.81  0.69243E-04   630
 24.82  0.81818E-04   631
 24.83  0.95220E-04   632
 24.84  0.10720E-03   634
 24.85  0.12017E-03   635
 24.86  0.13561E-03   636
 24.87  0.14374E-03   637
 24.88  0.13773E-03   639
 24.89  0.11738E-03   639
 24.90  0.88109E-04   641
 24.91  0.14811E-04   642
 24.92  0.19179E-03   839
 24.93  0.20139E-03   843
 24.94  0.21338E-03   847
 24.95  0.22669E-03   852
 24.96  0.24178E-03   857
 24.97  0.25553E-03   860
 24.98  0.27114E-03   865
 24.99  0.28845E-03   869
 25.00  0.30626E-03   872
 25.01  0.32932E-03   877
 25.02  0.35096E-03   880
 25.03  0.37468E-03   883
 25.04  0.40047E-03   887
 25.05  0.43144E-03   891
 25.06  0.45513E-03   892
 25.07  0.48710E-03   895
 25.08  0.51951E-03   899
 25.09  0.55648E-03   902
 25.10  0.59183E-03   904
 25.11  0.63341E-03   907
 25.12  0.11151E-03   672
 25.13  0.15095E-03   674
 25.14  0.17009E-03   674
 25.15  0.17749E-03   675
 25.16  0.17516E-03   676
 25.17  0.17568E-03   677
 25.18  0.20598E-03   678
 25.19  0.26873E-03   678
 25.20  0.33950E-03   678
 25.21  0.40784E-03   679
 25.22  0.47673E-03   679
 25.23  0.54837E-03   680
 25.24  0.60926E-03   680
 25.25  0.64776E-03   680
 25.26  0.66507E-03   681
 25.27  0.67074E-03   681
 25.28  0.67641E-03   682
 25.29  0.68376E-03   682
 25.30  0.69195E-03   682
 25.31  0.69430E-03   683
 25.32  0.67582E-03   683
 25.33  0.63896E-03   684
 25.34  0.59791E-03   684
 25.35  0.55348E-03   684
 25.36  0.49315E-03   685
 25.37  0.42275E-03   685
 25.38  0.39793E-03   685
 25.39  0.45904E-03   686
 25.40  0.54245E-03   686
 25.41  0.60374E-03   686
 25.42  0.64500E-03   686
 25.43  0.68001E-03   686
 25.44  0.71714E-03   686
 25.45  0.75891E-03   686
 25.46  0.80280E-03   686
 25.47  0.84254E-03   686
 25.48  0.87476E-03   686
 25.49  0.90028E-03   686
 25.50  0.92289E-03   686
 25.51  0.94593E-03   686
 25.52  0.96101E-03   686
 25.53  0.97652E-03   686
 25.54  0.98994E-03   686
 25.55  0.99832E-03   686
 25.56  0.10059E-02   686
 25.57  0.10042E-02   686
 25.58  0.99823E-03   686
 25.59  0.98640E-03   686
 25.60  0.96993E-03   686
 25.61  0.95428E-03   686
 25.62  0.94073E-03   686
 25.63  0.92886E-03   686
 25.64  0.91740E-03   686
 25.65  0.90594E-03   686
 25.66  0.89615E-03   686
 25.67  0.88551E-03   686
 25.68  0.88078E-03   686
 25.69  0.87478E-03   686
 25.70  0.86284E-03   686
 25.71  0.83736E-03   686
 25.72  0.80465E-03   686
 25.73  0.77234E-03   686
 25.74  0.73958E-03   686
 25.75  0.70553E-03   686
 25.76  0.66890E-03   686
 25.77  0.64752E-03   686
 25.78  0.65116E-03   686
 25.79  0.66501E-03   686
 25.80  0.67546E-03   686
 25.81  0.68125E-03   686
 25.82  0.68959E-03   686
 25.83  0.69751E-03   686
 25.84  0.70161E-03   686
 25.85  0.69848E-03   686
 25.86  0.69151E-03   686
 25.87  0.68666E-03   686
 25.88  0.68309E-03   686
 25.89  0.67782E-03   686
 25.90  0.67381E-03   686
 25.91  0.66597E-03   686
 25.92  0.65385E-03   686
 25.93  0.64001E-03   686
 25.94  0.62702E-03   687
 25.95  0.61273E-03   686
 25.96  0.60057E-03   686
 25.97  0.59182E-03   686
 25.98  0.58520E-03   686
 25.99  0.58329E-03   686
 26.00  0.58180E-03   686
 26.01  0.57860E-03   686
 26.02  0.57754E-03   687
 26.03  0.57947E-03   686
 26.04  0.58313E-03   686
 26.05  0.59021E-03   686
 26.06  0.59859E-03   686
 26.07  0.60998E-03   686
 26.08  0.62653E-03   686
 26.09  0.63880E-03   686
 26.10  0.64421E-03   686
 26.11  0.63757E-03   686
 26.12  0.62276E-03   686
 26.13  0.60407E-03   686
 26.14  0.58106E-03   686
 26.15  0.55674E-03   686
 26.16  0.53154E-03   686
 26.17  0.50675E-03   686
 26.18  0.48453E-03   686
 26.19  0.46531E-03   686
 26.20  0.44650E-03   686
 26.21  0.42777E-03   687
 26.22  0.40125E-03   687
 26.23  0.36932E-03   686
 26.24  0.34781E-03   686
 26.25  0.35317E-03   687
 26.26  0.37942E-03   686
 26.27  0.40695E-03   686
 26.28  0.42710E-03   686
 26.29  0.44717E-03   686
 26.30  0.46899E-03   687
 26.31  0.48780E-03   686
 26.32  0.49665E-03   686
 26.33  0.49641E-03   686
 26.34  0.49616E-03   686
 26.35  0.49592E-03   686
 26.36  0.49784E-03   687
 26.37  0.49977E-03   686
 26.38  0.49778E-03   686
 26.39  0.50362E-03   686
 26.40  0.51033E-03   686
 26.41  0.52096E-03   687
 26.42  0.52769E-03   686
 26.43  0.53398E-03   686
 26.44  0.53984E-03   687
 26.45  0.53743E-03   686
 26.46  0.52718E-03   687
 26.47  0.50515E-03   686
 26.48  0.47264E-03   686
 26.49  0.43343E-03   687
 26.50  0.39336E-03   687
 26.51  0.34877E-03   686
 26.52  0.29729E-03   686
 26.53  0.23594E-03   687
 26.54  0.15588E-03   686
 26.55  0.62559E-03   944
 26.56  0.62976E-03   944
 26.57  0.63612E-03   944
 26.58  0.64336E-03   944
 26.59  0.65061E-03   944
 26.60  0.65392E-03   944
 26.61  0.65767E-03   944
 26.62  0.66493E-03   944
 26.63  0.67132E-03   944
 26.64  0.67508E-03   944
 26.65  0.68235E-03   944
 26.66  0.13740E-03   686
 26.67  0.17394E-03   687
 26.68  0.18912E-03   687
 26.69  0.19789E-03   686
 26.70  0.20610E-03   687
 26.71  0.21841E-03   687
 26.72  0.23235E-03   686
 26.73  0.23683E-03   687
 26.74  0.22156E-03   686
 26.75  0.18565E-03   686
 26.76  0.13593E-03   687
 26.77  0.65281E-04   686
 26.78  0.66231E-03   944
 26.79  0.65947E-03   944
 26.80  0.66016E-03   944
 26.81  0.65732E-03   944
 26.82  0.65447E-03   944
 26.83  0.64897E-03   944
 26.84  0.63949E-03   944
 26.85  0.63310E-03   944
 26.86  0.62360E-03   944
 26.87  0.61720E-03   944
 26.88  0.60858E-03   944
 26.89  0.92405E-04   687
 26.90  0.13890E-03   687
 26.91  0.17188E-03   687
 26.92  0.19610E-03   687
 26.93  0.21564E-03   686
 26.94  0.23421E-03   686
 26.95  0.25250E-03   686
 26.96  0.27150E-03   686
 26.97  0.29096E-03   687
 26.98  0.30942E-03   686
 26.99  0.32664E-03   686
 27.00  0.33948E-03   686
 27.01  0.34223E-03   686
 27.02  0.34311E-03   686
 27.03  0.33928E-03   687
 27.04  0.33237E-03   686
 27.05  0.32398E-03   687
 27.06  0.31466E-03   686
 27.07  0.30564E-03   686
 27.08  0.29688E-03   686
 27.09  0.28789E-03   687
 27.10  0.27858E-03   686
 27.11  0.26953E-03   686
 27.12  0.26021E-03   686
 27.13  0.25105E-03   686
 27.14  0.24217E-03   686
 27.15  0.23309E-03   687
 27.16  0.22401E-03   687
 27.17  0.21483E-03   687
 27.18  0.19723E-03   687
 27.19  0.17631E-03   686
 27.20  0.15752E-03   687
 27.21  0.14068E-03   687
 27.22  0.12500E-03   687
 27.23  0.11093E-03   687
 27.24  0.98990E-04   687
 27.25  0.89424E-04   686
 27.26  0.81468E-04   686
 27.27  0.74538E-04   687
 27.28  0.67917E-04   686
 27.29  0.61696E-04   686
 27.30  0.55785E-04   687
 27.31  0.50454E-04   687
 27.32  0.45794E-04   687
 27.33  0.41401E-04   686
 27.34  0.37328E-04   687
 27.35  0.33708E-04   687
 27.36  0.30152E-04   687
 27.37  0.26810E-04   686
 27.38  0.23813E-04   686
 27.39  0.21138E-04   687
 27.40  0.18800E-04   687
 27.41  0.16835E-04   686
 27.42  0.15039E-04   687
 27.43  0.13432E-04   687
 27.44  0.11982E-04   686
 27.45  0.10640E-04   686
 27.46  0.94183E-05   687
 27.47  0.83362E-05   686
 27.48  0.73121E-05   687
 27.49  0.64094E-05   687
 27.50  0.55967E-05   686
 27.51  0.48785E-05   686
 27.52  0.42590E-05   686
 27.53  0.37262E-05   686
 27.54  0.35107E-05   686
 27.55  0.34072E-05   686
 27.56  0.33023E-05   687
 27.57  0.32249E-05   687
 27.58  0.31530E-05   686
 27.59  0.30715E-05   687
 27.60  0.30067E-05   686
 27.61  0.29114E-05   687
 27.62  0.28206E-05   687
 27.63  0.27315E-05   687
 27.64  0.26365E-05   687
 27.65  0.25295E-05   687
 27.66  0.24302E-05   686
 27.67  0.23368E-05   687
 27.68  0.22488E-05   686
 27.69  0.21611E-05   686
 27.70  0.20689E-05   687
 27.71  0.19848E-05   687
 27.72  0.19859E-05   686
 27.73  0.21081E-05   687
 27.74  0.22390E-05   687
 27.75  0.23810E-05   687
 27.76  0.25209E-05   687
 27.77  0.26809E-05   687
 27.78  0.28470E-05   687
 27.79  0.30210E-05   687
 27.80  0.32102E-05   687
 27.81  0.34174E-05   686
 27.82  0.36165E-05   687
 27.83  0.38414E-05   687
 27.84  0.40899E-05   687
 27.85  0.43422E-05   686
 27.86  0.46149E-05   687
 27.87  0.49332E-05   687
 27.88  0.52701E-05   687
 27.89  0.56669E-05   686
 27.90  0.60273E-05   687
 27.91  0.64798E-05   687
 27.92  0.69694E-05   687
 27.93  0.74916E-05   687
 27.94  0.80095E-05   687
 27.95  0.85785E-05   686
 27.96  0.91570E-05   686
 27.97  0.97452E-05   687
 27.98  0.10449E-04   686
 27.99  0.11153E-04   687
 28.00  0.11817E-04   687
 28.05  0.12965E-04   703
 28.10  0.16828E-04   703
 28.15  0.19801E-04   703
 28.20  0.23305E-04   703
 28.25  0.27468E-04   703
 28.30  0.30405E-04   703
 28.35  0.31234E-04   703
 28.40  0.31902E-04   703
 28.45  0.36544E-04   703
 28.50  0.39485E-04   703
 28.55  0.40560E-04   703
